Companion Pulsar,solution_id,DESIGNATION,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
J0024-7204J,1636148068921376768,Gaia DR3 4689639537419422848,4689639537419422848,939971413,2016.0,5.996517058428933,0.07493206113576889,-72.06659358056072,0.06702902913093567,0.17697287745273105,0.07195712625980377,2.459421157836914,5.77498722076416,5.182653373965682,0.09654045850038528,-2.5476619487438388,0.09355373680591583,0.1684192270040512,0.1489010751247406,-0.2597486674785614,0.19040507078170776,0.17382493615150452,0.2253788411617279,0.23256056010723114,0.1882174015045166,0.15630367398262024,0.2768874168395996,127,47,127,0,23.85284423828125,2023.23486328125,0.49522775411605835,122.21600341796875,95,False,,1.4348982572555542,0.01573469117283821,0.005942932330071926,-0.17086897790431976,-0.13048115372657776,0.00898840744048357,-0.11676496267318726,18,13,0.15057936310768127,25,9,0,0.020658737048506737,16.362186431884766,51,0,2.8717610836029053,,,,,,,,,False,103,126521.86876662298,228.58074951171875,553.5106201171875,12.931952476501465,21,66494.75634513794,1158.6309814453125,57.39079666137695,13.281573295593262,20,123722.5552964101,1479.5823974609375,83.61991882324219,12.016773223876953,1.5034343004226685,4,15,6,14,0,1.2648000717163086,0.3496208190917969,0.9151792526245117,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,305.9095581323365,-44.90260372010573,311.27002520289744,-62.33798193209205,False,False,0,False,False,False,False,False,True,True,False,1.0204576577190275e-13,4.783088369819666e-10,0.9999977946281433,5097.94970703125,5065.7666015625,5126.8349609375,2.679800033569336,2.5820999145507812,2.767899990081787,-0.7732999920845032,-0.8378999829292297,-0.7017999887466431,2277.62744140625,2074.500732421875,2530.093017578125,0.7289000153541565,0.7013000249862671,0.7545999884605408,0.5770999789237976,0.5547999739646912,0.5981000065803528,0.31189998984336853,0.299699991941452,0.32350000739097595,MARCS,0.0004645016072974431
J0024-7204U,1636148068921376768,Gaia DR3 4689639472995311744,4689639472995311744,1562045958,2016.0,6.040678316730604,0.2631104588508606,-72.06665660332085,0.2232659012079239,,,,,,,,,0.08443931490182877,,,,,,,,,,37,0,37,0,3.6252870559692383,69.52213287353516,0.3329504728317261,1.1207048892974854,3,False,,,,,,,,,5,5,0.672621488571167,8,5,0,0.15661966800689697,33.18036651611328,33,33,,0.3460671603679657,0.11045465618371964,0.4872688949108124,0.17887750267982483,-129.09445190429688,-57.47700500488281,28.44110870361328,1.8577653169631958,False,30,3344.6607553477843,138.8042755126953,24.096237182617188,16.87648582458496,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,305.8905632318208,-44.90457654235681,311.2852347718606,-62.34960355701208,False,False,0,False,False,False,False,False,False,False,False,0.0005954445223324001,0.0010267291218042374,0.9981985092163086,,,,,,,,,,,,,,,,,,,,,,,0.00017609659494237164
J0024-7204U,1636148068921376768,Gaia DR3 4689639472995311872,4689639472995311872,1747389311,2016.0,6.039457264963807,0.07884657382965088,-72.06645715045819,0.06854269653558731,,,,,,,,,0.36857345700263977,,,,,,,,,,62,0,59,3,4.589795112609863,116.00756072998047,0.21617990732192993,10.430153846740723,3,False,,,,,,,,,8,8,0.16142991185188293,16,10,0,0.06862801313400269,25.894622802734375,23,0,,0.19469033181667328,0.12414916604757309,0.5715572834014893,0.01201501116156578,-147.89410400390625,-41.364990234375,4.573029041290283,15.481719017028809,False,82,68186.4280895877,200.54110717773438,340.0122375488281,13.603121757507324,11,40995.31814552766,598.7169189453125,68.47195434570312,13.806706428527832,11,69180.84013549985,631.580322265625,109.53609466552734,12.647931098937988,1.6158077716827393,0,11,0,11,0,1.1587753295898438,0.2035846710205078,0.9551906585693359,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,305.89113013398435,-44.9047176660451,311.2851774504734,-62.34917878398609,False,False,0,False,False,False,False,False,False,False,False,6.295047816351484e-11,1.2104806046409067e-09,0.9999995827674866,,,,,,,,,,,,,,,,,,,,,,,0.0005407413320268856
J0024-7204X,1636148068921376768,Gaia DR3 4689640499510892032,4689640499510892032,668795713,2016.0,6.094571771034069,0.4005962312221527,-72.02140251915394,0.3029884696006775,1.2120733654985103,0.36940717697143555,3.2811310291290283,11.591519355773926,11.473854957534481,0.5442965626716614,-1.6474150337106315,0.4104008972644806,-0.48100006580352783,-0.21302485466003418,0.7492535710334778,-0.5603731274604797,-0.27801164984703064,-0.3477371633052826,0.34164854884147644,-0.47111746668815613,0.3787860572338104,-0.5935865640640259,103,0,102,1,7.789812088012695,265.001220703125,1.2814449071884155,12.514615058898926,95,False,,1.6510995626449585,0.07379738986492157,-0.2004610300064087,0.2961757183074951,-0.09336639940738678,-0.21312086284160614,0.09538494050502777,14,11,0.9253895282745361,21,6,2,0.11389592289924622,55.356685638427734,0,0,1.6078871488571167,0.1332998126745224,0.19511255621910095,0.1749422550201416,0.07102885842323303,77.25251770019531,30.9631404876709,15.356074333190918,23.804048538208008,False,131,1274.5899306080141,10.464987754821777,121.79564666748047,17.923940658569336,10,1315.0194072225881,82.91111755371094,15.860591888427734,17.54121208190918,9,1617.006415358587,80.11968231201172,20.18238639831543,16.726116180419922,2.300367832183838,0,10,0,9,0,0.8150959014892578,-0.38272857666015625,1.197824478149414,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,305.87685918012664,-44.951797732054274,311.38705250651617,-62.34008501459538,False,False,0,False,False,False,False,False,False,True,False,8.457012154394761e-05,0.07211923599243164,0.9277961850166321,,,,,,,,,,,,,,,,,,,,,,,0.00034188048771866913
J0337+1715,1636148068921376768,Gaia DR3 44308738051547264,44308738051547264,1477990183,2016.0,54.43261340914772,0.1363241970539093,17.254115461920154,0.1413089781999588,0.5416920661382117,0.195136159658432,2.7759697437286377,7.045334815979004,5.480495136987953,0.18847954273223877,-4.427292334782167,0.16294538974761963,0.3506767451763153,-0.00954712275415659,-0.14994513988494873,-0.06988220661878586,-0.5808644890785217,-0.19717766344547272,0.02697904221713543,0.31153520941734314,0.08777599036693573,0.5632566809654236,211,0,210,1,2.6258978843688965,274.2827453613281,0.2861328423023224,0.6875439286231995,31,False,1.7535103559494019,,,,,,,,25,14,0.309800922870636,31,9,0,0.03130738064646721,127.1440200805664,0,0,1.1307532787322998,0.37392812967300415,0.3998861610889435,0.5964904427528381,0.5998052358627319,-80.93195343017578,-29.957763671875,-40.82476043701172,35.364501953125,False,234,1132.470302048346,1.8219982385635376,621.5540161132812,18.05229949951172,27,798.9933394127712,11.127458572387695,71.80375671386719,18.082183837890625,26,464.039482139571,10.523032188415527,44.09750747680664,18.08150863647461,1.1152900457382202,0,2,0,0,0,0.000675201416015625,0.02988433837890625,-0.029209136962890625,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,169.98968977586804,-30.039484153884825,56.229872974243634,-2.1129289474454396,False,False,0,False,False,False,False,False,True,True,False,1.0391625846492905e-13,3.64107181904938e-12,0.9999266266822815,9714.267578125,9667.3134765625,9762.3671875,4.63640022277832,4.633699893951416,4.638500213623047,-2.1410999298095703,-2.1749000549316406,-2.0817999839782715,10929.419921875,10855.6416015625,10999.3388671875,0.003100000089034438,0.0007999999797903001,0.007499999832361937,0.002899999963119626,0.0007999999797903001,0.007199999876320362,0.0015999999595806003,0.00039999998989515007,0.003800000064074993,PHOENIX,0.00020401965189411809
J0348+0432,1636148068921376768,Gaia DR3 3273288485744249344,3273288485744249344,1318756106,2016.0,57.18183331779655,0.6954769492149353,4.5365161957787254,0.6465485095977783,-0.03510799409612238,0.7840948700904846,-0.044775184243917465,3.4456067085266113,3.4381852148165697,1.345002293586731,-0.22602818895594637,0.8866667151451111,0.2525109350681305,0.11260667443275452,-0.07684917747974396,0.1641453057527542,0.19435963034629822,0.09360391646623611,0.48666253685951233,-0.07123620063066483,0.13496115803718567,0.027679195627570152,205,0,203,2,-1.9343717098236084,187.0857696533203,0.0,0.0,95,False,,1.1114119291305542,0.20533792674541473,-0.022908145561814308,0.22270146012306213,-0.0888436883687973,0.2703663110733032,-0.002567977411672473,24,13,1.861738681793213,33,4,3,0.011845358647406101,81.39511108398438,0,0,0.9025124907493591,0.4685802459716797,0.44047409296035767,0.2402983158826828,0.559264600276947,3.5112226009368896,-1.155388355255127,8.028575897216797,23.376636505126953,False,263,109.49095145011314,0.67141193151474,163.07566833496094,20.58892059326172,23,79.83427131358387,9.985940933227539,7.994667053222656,20.58306884765625,25,53.07493551890577,6.981034755706787,7.602731704711914,20.435672760009766,1.2138830423355103,0,0,0,0,0,0.14739608764648438,-0.00585174560546875,0.15324783325195312,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,183.33683961310373,-36.77362431748332,55.97015845427447,-15.11010308883243,False,False,0,False,False,False,False,False,False,False,False,0.00731457956135273,5.77237259727359e-13,0.9926849603652954,,,,,,,,,,,,,,,,,,,,,,,0.00017840654409252203
J0613-0200,1636148068921376768,Gaia DR3 3118031705827298944,3118031705827298944,1132905283,2016.0,93.43331615915669,0.04215262830257416,-2.0136586814890336,0.04654569551348686,0.45932777893001236,0.03909343481063843,11.749486923217773,2.7817542552948,2.7808324468506567,0.06760650873184204,-0.07160965183868867,0.062189389020204544,-0.5957016944885254,-0.16984903812408447,-0.6783225536346436,0.728546142578125,-0.08406014740467072,0.8120978474617004,-0.8562020063400269,0.009348288178443909,0.03661796450614929,-0.7684063911437988,329,0,324,5,-0.10119795799255371,329.5921325683594,0.0,0.0,31,False,1.4977691173553467,,,,,,,,38,14,0.13046391308307648,38,26,0,0.06111857667565346,14.251550674438477,0,0,0.9949528574943542,0.4345584213733673,0.3137941360473633,0.43759432435035706,0.8232083916664124,160.38511657714844,-21.470903396606445,16.920337677001953,-36.483951568603516,False,319,11177.37524890886,3.8786587715148926,2881.762939453125,15.566516876220703,34,5347.614713371649,14.807482719421387,361.1427307128906,16.018142700195312,34,8453.280762396666,10.029142379760742,842.8717651367188,14.93033218383789,1.2347170114517212,0,2,0,0,0,1.0878105163574219,0.4516258239746094,0.6361846923828125,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,210.41357260050202,-9.305080534050516,93.79913273276681,-25.407672643534625,False,False,0,True,False,False,False,False,True,True,False,1.0208371284793974e-13,5.099050522094917e-13,0.9999939203262329,6331.9921875,6258.5263671875,6394.50439453125,4.196400165557861,4.148799896240234,4.2418999671936035,-0.9401000142097473,-0.9879000186920166,-0.8968999981880188,1439.0079345703125,1384.0457763671875,1507.6138916015625,1.0616999864578247,1.0166000127792358,1.0930999517440796,0.8873999714851379,0.8486999869346619,0.9146999716758728,0.4860000014305115,0.46540001034736633,0.5008999705314636,A,0.0005317340122057795
J1012+5307,1636148068921376768,Gaia DR3 851610861391010944,851610861391010944,436377649,2016.0,153.13933086796624,0.2042589783668518,53.11725939018486,0.20397721230983734,1.7447569177332496,0.29057663679122925,6.004464149475098,26.065160751342773,2.7364450992406075,0.29184460639953613,-25.921120753058773,0.27057087421417236,-0.049517836421728134,-0.13588577508926392,0.1746152639389038,0.06747949868440628,-0.012130825780332088,-0.008181052282452583,-0.3486316502094269,0.09561876952648163,-0.0953320860862732,0.06549026817083359,479,0,478,1,-1.4596635103225708,452.003173828125,0.0,0.0,31,False,1.6641284227371216,,,,,,,,55,25,0.4113481640815735,58,23,0,0.02258996292948723,32.78091812133789,0,0,0.9522262215614319,0.3550454378128052,0.04376835376024246,0.13261394202709198,0.19373270869255066,-80.58699035644531,68.43441009521484,23.272720336914062,-2.9087905883789062,False,469,275.61590949402813,0.7949761748313904,346.69708251953125,19.586606979370117,50,177.9215119465261,7.2727952003479,24.463979721069336,19.712970733642578,46,131.7878941383381,7.614266872406006,17.308021545410156,19.448205947875977,1.1236993074417114,0,3,0,0,0,0.26476478576660156,0.12636375427246094,0.13840103149414062,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,160.3472039641611,50.85785720019549,133.3611355636977,38.7552835930104,False,False,0,False,False,False,False,False,False,False,False,0.0010191148612648249,1.090466383857347e-07,0.9989075660705566,,,,,,,,,,,,,,,,,,,,,,,7.505170817360535e-05
J1023+0038,1636148068921376768,Gaia DR3 3831382647922429952,3831382647922429952,1711732018,2016.0,155.94870458335123,0.057949818670749664,0.6446470547528212,0.05493738129734993,0.6861708101572905,0.07056035846471786,9.724594116210938,17.88532829284668,4.609895324338583,0.07148280739784241,-17.281024260717615,0.07716389000415802,-0.3490200340747833,-0.5460290312767029,-0.24097973108291626,0.04150944948196411,0.04502314329147339,-0.13731524348258972,0.05442579463124275,0.30568787455558777,-0.2894645631313324,-0.4659886956214905,152,0,152,0,0.16780494153499603,155.44107055664062,0.0,0.0,31,False,1.5914226770401,,,,,,,,18,13,0.12669198215007782,20,7,0,0.2965811491012573,15.742154121398926,2,0,1.0075284242630005,0.4001152515411377,0.3725161850452423,0.3634943664073944,0.8839783072471619,-137.1935272216797,52.61243438720703,2.085782527923584,-25.97886085510254,False,170,6055.14264022624,110.94617462158203,54.577301025390625,16.2320556640625,18,3276.162502226279,193.06996154785156,16.96878433227539,16.550128936767578,18,3786.004561484927,199.63096618652344,18.965017318725586,15.80244255065918,1.1663089990615845,0,2,0,1,0,0.7476863861083984,0.3180732727050781,0.4296131134033203,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,243.4895915647394,45.78224492606224,157.4921121226626,-8.730257523325635,False,False,0,False,False,False,True,False,True,True,False,1.3214784644333122e-07,7.1538481805077936e-09,0.9999877214431763,5965.638671875,5961.6083984375,5977.732421875,4.654200077056885,4.638599872589111,4.668799877166748,-4.119100093841553,-4.141499996185303,-4.080900192260742,1417.91259765625,1400.0479736328125,1436.7054443359375,0.007400000002235174,0.0020000000949949026,0.016200000420212746,0.006300000008195639,0.0017000000225380063,0.013799999840557575,0.0035000001080334187,0.0008999999845400453,0.007699999958276749,MARCS,0.00020822724185693241
J1125-6014,1636148068921376768,Gaia DR3 5336020987242787328,5336020987242787328,199949101,2016.0,171.48058601542377,0.3292391896247864,-60.23524507098851,0.28804585337638855,0.23567878337619225,0.3910151720046997,0.6027356386184692,6.363692283630371,-6.272741505193303,0.44767916202545166,1.0720498229361572,0.3553544580936432,-0.003283855738118291,0.08234871178865433,-0.09203481674194336,0.13599303364753723,0.24989846348762512,0.18022270500659943,-0.05533905327320099,0.14519280195236206,0.18375658988952637,0.04580669850111008,331,0,329,2,3.4775164127349854,440.76873779296875,1.5025683641433716,2.840942859649658,95,False,,1.3653286695480347,0.09349580109119415,-0.013912016525864601,-0.14402443170547485,-0.12931236624717712,-0.2236565351486206,0.0031625248957425356,39,24,0.6251528859138489,44,17,0,0.021752631291747093,94.83029174804688,1,0,1.138817310333252,0.11522655189037323,0.1506887525320053,0.0840071365237236,0.23643676936626434,-96.97232055664062,-14.697465896606445,59.07115173339844,24.18694305419922,False,358,224.5135659088643,0.9678233861923218,231.9778289794922,19.809261322021484,17,103.35601176450147,7.325429439544678,14.109208106994629,20.302701950073242,20,181.12722202847746,8.173711776733398,22.159727096557617,19.102935791015625,1.2671092748641968,0,0,0,0,0,1.1997661590576172,0.4934406280517578,0.7063255310058594,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,292.5044205644322,0.8937069452223901,209.50438616496518,-55.65891940363221,False,False,0,False,False,False,False,False,False,False,False,2.5304988326979583e-08,7.492784170892719e-09,0.9999972581863403,,,,,,,,,,,,,,,,,,,,,,,5.2595521376301237e-05
J1227-4853,1636148068921376768,Gaia DR3 6128369984328414336,6128369984328414336,310474162,2016.0,186.99465510704707,0.09719011932611465,-48.895196620911825,0.06074601039290428,0.4635009727807662,0.12760405242443085,3.6323375701904297,20.140865325927734,-18.77239526564296,0.10574066638946533,7.297369719202052,0.08832047134637833,0.2805878221988678,-0.448100745677948,-0.391530841588974,-0.13176527619361877,-0.09029287099838257,-0.0833241418004036,-0.38266274333000183,0.33560270071029663,0.2615736126899719,0.36005905270576477,537,0,535,2,-0.719856321811676,527.823974609375,0.0,0.0,31,False,1.5085206031799316,,,,,,,,62,22,0.1708947718143463,69,21,0,0.055020157247781754,6.2374267578125,0,0,0.9773472547531128,0.3145272433757782,0.4092962145805359,0.1714438498020172,0.2528270184993744,-56.68458938598633,-22.038833618164062,-16.765092849731445,-16.785579681396484,False,561,1113.4860241159927,11.05556583404541,100.71723175048828,18.070655822753906,64,565.944365595063,20.31827163696289,27.853961944580078,18.456607818603516,63,809.5369845721402,18.44719886779785,43.88400650024414,17.477304458618164,1.235292911529541,0,2,0,2,0,0.9793033599853516,0.3859519958496094,0.5933513641357422,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,298.96538480494416,13.795794613673147,209.76470764702148,-41.26053178639365,False,False,0,False,False,False,False,False,True,True,False,3.260251790759838e-11,2.153322485598519e-11,0.9999720454216003,5038.67724609375,5018.95166015625,5073.13037109375,4.658100128173828,4.535699844360352,4.700500011444092,-1.1013000011444092,-1.2575000524520874,-0.9438999891281128,2093.889892578125,1956.537353515625,2582.92626953125,0.013399999588727951,0.003700000001117587,0.035100001841783524,0.01080000028014183,0.002899999963119626,0.02850000001490116,0.005799999926239252,0.0015999999595806003,0.01549999974668026,MARCS,0.0005102646529016461
