J0024-7204U,4.68964E+18,6.040678317,0.263110459,-72.0666566,0.223265901,,,,,,,,0.084439315,,,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,305.8905632,-44.90457654,311.2852348,-62.34960356,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.000595445,0.001026729,0.998198509,,,,,,,,,,,,,,,,,,,,,,
J0337+1715,4.43087E+16,54.43261341,0.136324197,17.25411546,0.141308978,0.541692066,0.19513616,7.045334816,5.480495137,0.188479543,-4.427292335,0.16294539,0.350676745,-0.009547123,-0.14994514,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,169.9896898,-30.03948415,56.22987297,-2.112928947,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.03916E-13,3.64107E-12,0.999926627,9714.267578,9667.313477,9762.367188,4.636400223,4.633699894,4.638500214,-2.14109993,-2.174900055,-2.081799984,10929.41992,10855.6416,10999.33887,0.0031,0.0008,0.0075,0.0029,0.0008,0.0072,0.0016,0.0004,0.0038,PHOENIX
J0348+0432,3.27329E+18,57.18183332,0.695476949,4.536516196,0.64654851,-0.035107994,0.78409487,3.445606709,3.438185215,1.345002294,-0.226028189,0.886666715,0.252510935,0.112606674,-0.076849177,3,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,183.3368396,-36.77362432,55.97015845,-15.11010309,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.00731458,5.77237E-13,0.99268496,,,,,,,,,,,,,,,,,,,,,,
J1012+5307,8.51611E+17,153.1393309,0.204258978,53.11725939,0.203977212,1.744756918,0.290576637,26.06516075,2.736445099,0.291844606,-25.92112075,0.270570874,-0.049517836,-0.135885775,0.174615264,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,160.347204,50.8578572,133.3611356,38.75528359,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001019115,1.09047E-07,0.998907566,,,,,,,,,,,,,,,,,,,,,,
J1023+0038,3.83138E+18,155.9487046,0.057949819,0.644647055,0.054937381,0.68617081,0.070560358,17.88532829,4.609895324,0.071482807,-17.28102426,0.07716389,-0.349020034,-0.546029031,-0.240979731,0,,,,,,,,,,,,,,,,,,,,VARIABLE,243.4895916,45.78224493,157.4921121,-8.730257523,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.32148E-07,7.15385E-09,0.999987721,5965.638672,5961.608398,5977.732422,4.654200077,4.638599873,4.668799877,-4.119100094,-4.141499996,-4.080900192,1417.912598,1400.047974,1436.705444,0.0074,0.002,0.0162,0.0063,0.0017,0.0138,0.0035,0.0009,0.0077,MARCS
J1048+2339,3.99004E+18,162.1808999,0.307033837,23.664831,0.380261838,0.486926309,0.436953902,19.32496643,-15.44522559,0.352852553,-11.6146183,0.340546429,-0.395610958,0.01069403,-0.402150184,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,213.1721883,62.13949031,154.4515857,14.87881117,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.00026E-06,7.07306E-05,0.999887407,,,,,,,,,,,,,,,,,,,,,,
J1125-6014,5.33602E+18,171.480586,0.32923919,-60.23524507,0.288045853,0.235678783,0.391015172,6.363692284,-6.272741505,0.447679162,1.072049823,0.355354458,-0.003283856,0.082348712,-0.092034817,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,292.5044206,0.893706945,209.5043862,-55.6589194,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.5305E-08,7.49278E-09,0.999997258,,,,,,,,,,,,,,,,,,,,,,
J1227-4853,6.12837E+18,186.9946551,0.097190119,-48.89519662,0.06074601,0.463500973,0.127604052,20.14086533,-18.77239527,0.105740666,7.297369719,0.088320471,0.280587822,-0.448100746,-0.391530842,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,298.9653848,13.79579461,209.7647076,-41.26053179,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3.26025E-11,2.15332E-11,0.999972045,5038.677246,5018.95166,5073.130371,4.658100128,4.535699844,4.700500011,-1.101300001,-1.257500052,-0.943899989,2093.889893,1956.537354,2582.92627,0.0134,0.0037,0.035100002,0.0108,0.0029,0.0285,0.0058,0.0016,0.0155,MARCS
J1302-6350,5.8623E+18,195.6984885,0.008934321,-63.83573123,0.009974834,0.443444778,0.013309076,7.10105896,-7.092820663,0.011759594,-0.341950926,0.014234628,0.201033354,0.074760303,-0.190870807,1,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,304.1835448,-0.991582243,227.6978335,-50.8969234,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.2081E-09,1.22454E-09,0.999987245,35609.75391,35604.20313,35613.35156,3.843300104,3.840399981,3.845900059,0,-0.0003,0.0004,1956.060669,1944.777222,1970.185059,3.457900047,3.457299948,3.458600044,3.126399994,3.12590003,3.127000093,1.728800058,1.728500009,1.729099989,OB
J1417-4402,6.09671E+18,214.3773593,0.04002687,-44.04932768,0.033225939,0.197372789,0.047102146,6.981127262,-4.763750208,0.043226138,-5.103216632,0.047292609,0.227539107,-0.463938147,-0.169639155,0,,,,,,,,,,,,,,,,,,,,VARIABLE,318.8612249,16.14403957,227.5677989,-28.45538957,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.02242E-13,7.93977E-10,0.999978483,5026.029785,5003.724121,5046.691406,3.650399923,3.616300106,3.68569994,0.049199998,0.0188,0.085500002,2540.152344,2431.259766,2628.296631,0.685599983,0.666000009,0.70450002,0.537999988,0.522199988,0.553499997,0.28549999,0.276800007,0.293900013,MARCS
J1431-4715,6.09816E+18,217.9358866,0.082134567,-47.25767551,0.107142799,0.526437488,0.126263425,18.72485733,-11.82466168,0.13489835,-14.51887237,0.150221974,-0.3059268,0.032086518,0.160050392,0,,,,,,,,,,,,,,,,,,,,VARIABLE,320.0509076,12.2525951,231.5828153,-30.51991602,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.14615E-09,2.53918E-09,0.999927282,6268.676758,6252.004883,6288.965332,4.59980011,4.577000141,4.616600037,-0.987399995,-1.034000039,-0.878099978,3659.013672,3578.80957,3810.556396,0.007,0.0017,0.017100001,0.0061,0.0014,0.0148,0.0033,0.0008,0.0081,MARCS
J1536-4948,5.9856E+18,234.0969082,0.030870209,-49.81535867,0.028025914,0.079146029,0.041100707,8.770507813,-7.475275299,0.044606559,-4.587162448,0.042370502,-0.285417974,-0.027800279,-0.140553266,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,328.198365,4.788779431,244.2198248,-29.53961661,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.02045E-13,5.09733E-13,0.999997735,5318.347168,5299.926758,5335.958496,3.291599989,3.279799938,3.301000118,-0.129899994,-0.130199999,-0.1294,3786.417236,3753.943115,3828.89209,2.156199932,2.14289999,2.168400049,1.642799973,1.631500006,1.65320003,0.889199972,0.882499993,0.895099998,MARCS
J1543-5149,5.88613E+18,235.9342212,0.232795268,-51.83190851,0.19041416,-0.017828688,0.282623827,4.200063229,-3.27096593,0.320494235,-2.634637432,0.286100626,-0.209472552,0.086682677,-0.028430272,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,327.920617,2.478818985,246.1346204,-31.17769435,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.93919E-11,5.79658E-11,0.999997318,,,,,,,,,,,,,,,,,,,,,,
J1622-0315,4.35843E+18,245.7484449,0.24837774,-3.260351801,0.187207282,0.623945476,0.302683771,13.383008,-13.18425604,0.316050291,2.297889319,0.234095901,-0.117945008,-0.278517485,-0.155665517,1,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,10.70845543,30.67596863,244.4490622,18.053592,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.003869655,7.17908E-07,0.996115148,,,,,,,,,,,,,,,,,,,,,,
J1653-0158,4.37923E+18,253.4085552,0.631838858,-1.976915269,0.353423685,1.772374198,0.775198996,17.60552788,-17.30437939,0.953217268,-3.242383099,0.717787206,-0.031035531,0.328662932,0.176890656,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,16.61469809,24.93545561,252.2680885,20.44686253,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001535193,5.90877E-05,0.998398364,,,,,,,,,,,,,,,,,,,,,,
J1723-2837,4.0598E+18,260.8465812,0.035528444,-28.63266533,0.025339887,1.066341313,0.043885317,26.75946808,-11.73376052,0.043624062,-24.04969893,0.033562988,0.018095613,-0.299524784,0.073395438,0,,,,,,,,,,,,,,,,,,,,VARIABLE,357.6161834,4.260059101,261.9371956,-5.449216846,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.02096E-13,1.02248E-10,0.999992728,5828.21875,5786.921387,5874.562012,4.48939991,4.461900234,4.510900021,0.078500003,0.0283,0.122599997,806.1036987,777.6397705,838.62323,1.655099988,1.627900004,1.684100032,1.314499974,1.292000055,1.338999987,0.709900022,0.697600007,0.723100007,MARCS
J1751-2857,4.05735E+18,267.8861694,17.74080276,-28.9628028,10.72787952,,,,,,,,0.963269711,,,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.645634731,-1.124172556,268.1419762,-5.5371544,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
J1816+4510,2.11534E+18,274.1497259,0.093569949,45.17606865,0.095565937,0.222497837,0.101308666,4.399897099,-0.058616306,0.122560062,-4.399506733,0.116778113,0.013522001,0.054998498,-0.053581595,1,,,,,,,,,,,,,,,,,,,,VARIABLE,72.82980291,24.73500608,278.000681,68.5001308,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,9.54465E-09,0.000715763,4.98975E-05,10622.31934,10594.31934,10641.30078,4.498799801,4.496900082,4.499800205,-1.478999972,-1.49240005,-1.451599956,15983.34375,15947.77637,16004.06543,0.0011,0.0002,0.0027,0.0011,0.0002,0.0026,0.0006,1E-04,0.0014,A
J1955+2908,2.02858E+18,298.8661009,0.101995051,29.14538167,0.137172535,0.474871203,0.169516623,8.443187714,-3.167375647,0.135180891,-7.826567155,0.166593865,-0.112718634,-0.132464752,-0.03859891,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,65.83923393,0.443258635,309.6912982,48.68453673,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.03235E-13,5.09616E-13,0.999999642,4222.353027,4115.106445,4239.515625,4.264900208,4.230800152,4.298900127,-0.904500008,-0.97329998,-0.769200027,692.0421143,664.8740234,719.3106079,4.690899849,4.520599842,4.728899956,3.126100063,2.992899895,3.151499987,1.736299992,1.660699964,1.751099944,PHOENIX
J1959+2048,1.82377E+18,299.9033382,0.383152634,20.8043695,0.378356934,0.700183134,0.525092542,5.331024647,-1.821611012,0.502731919,-5.010145626,0.534476578,0.227550238,-0.043918863,-0.099283867,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,59.1971566,-4.697491291,307.7358703,40.40654794,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0093E-09,5.11577E-13,0.99999851,,,,,,,,,,,,,,,,,,,,,,
J1959+2048,1.82377E+18,299.903093,0.635312796,20.80401985,0.703170359,1.187789966,1.355620742,32.81241989,-19.2671116,1.235348105,-26.55999517,1.244080901,0.406764269,-0.129246041,0.394384831,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,59.19673735,-4.697477681,307.7354602,40.40627004,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.38564E-08,3.68158E-06,0.999992549,,,,,,,,,,,,,,,,,,,,,,
J2032+4127,2.06784E+18,308.0546694,0.011941006,41.45675875,0.01462144,0.567753479,0.015594214,3.028407335,-2.876238294,0.017133817,-0.947894651,0.019980531,-0.228375867,-0.037062403,-0.248036548,2,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,80.22381463,1.027899346,328.9536278,57.36963719,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.02212E-13,5.10543E-13,0.999981284,29995.66016,29869.98438,30124.31055,4.036600113,4.027500153,4.046899796,0.264299989,0.229800001,0.289099991,1609.288086,1584.870728,1636.836182,4.300899982,4.294499874,4.307600021,3.756299973,3.75090003,3.761600018,2.081500053,2.078399897,2.084599972,OB
J2039-5617,6.46972E+18,309.8957015,0.124598041,-56.28590999,0.101711318,0.488690227,0.165950999,15.66303635,3.861062489,0.137354165,-15.17968766,0.12203858,-0.081840716,0.476960361,-0.277356625,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.2651841,-37.14534106,296.2602573,-36.42628912,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7.90983E-07,2.92731E-07,0.999971211,5074.650879,5061.72998,5091.815918,4.634500027,4.600399971,4.656400204,-0.470999986,-0.558200002,-0.368299991,2917.609131,2804.007568,3102.870117,0.0066,0.0017,0.017000001,0.0054,0.0014,0.0137,0.0029,0.0007,0.0074,MARCS
J2339-0533,2.44066E+18,354.9114395,0.158484131,-5.551464741,0.140354931,0.534643591,0.183202922,11.00298023,3.92365738,0.202244043,-10.27961478,0.186396986,0.115340143,0.178226456,-0.134052485,0,,,,,,,,,,,,,,,,,,,,VARIABLE,81.34898666,-62.47616167,353.1282304,-3.074914774,TRUE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.571870387,2.96526E-08,0.000581884,,,,,,,,,,,,,,,,,,,,,,
